PRODUCTID;ORDER_NUMBER;ORDER_QUANTITY;UNIT_PRICE;DELIVERY_COST;TAX_RATE
27;SO59210   ;10;EUR 845,37;EUR 35,41;0.23000
8;SO59273   ;10;EUR 1954,74;EUR 55,04;0.23000
18;SO59438   ;7;EUR 1299,99;EUR 95,28;0.23000
16;SO59494   ;4;EUR 780;EUR 42,96;0.23000
26;SO59697   ;5;EUR 184,9;EUR 46,87;0.23000
21;SO59749   ;3;EUR 1159;EUR 35,54;0.23000
11;SO60251   ;1;EUR 433,33;EUR 34,91;0.23000
11;SO60429   ;2;EUR 433,33;EUR 37,37;0.23000
18;SO60489   ;6;EUR 1299,99;EUR 53,1;0.23000
26;SO60547   ;10;EUR 184,9;EUR 80,96;0.23000
23;SO60578   ;4;EUR 179;EUR 36,44;0.23000
21;SO60662   ;7;EUR 1159;EUR 51,07;0.23000
16;SO61366   ;8;EUR 780;EUR 62,7;0.23000
27;SO61530   ;9;EUR 845,37;EUR 90,05;0.23000
19;SO61588   ;2;EUR 103,54;EUR 72,69;0.23000
21;SO61593   ;7;EUR 1159;EUR 99,16;0.23000
16;SO61867   ;9;EUR 780;EUR 80,39;0.23000
9;SO62021   ;2;EUR 503,96;EUR 58,31;0.23000
14;SO62021   ;2;EUR 679,99;EUR 97,54;0.23000
10;SO62021   ;2;EUR 1490;EUR 75,96;0.23000
11;SO61997   ;6;EUR 433,33;EUR 93,12;0.23000
13;SO62277   ;10;EUR 399;EUR 52,08;0.23000
18;SO62312   ;10;EUR 1299,99;EUR 70,4;0.23000
16;SO62302   ;10;EUR 780;EUR 92,66;0.23000
26;SO62438   ;10;EUR 184,9;EUR 98,46;0.23000
22;SO62510   ;7;EUR 1306;EUR 67,48;0.46000
10;SO62544   ;7;EUR 1490;EUR 59,16;0.23000
20;SO62662   ;5;EUR 819;EUR 99,62;0.23000
8;SO63308   ;4;EUR 1954,74;EUR 59,98;0.23000
23;SO63401   ;7;EUR 179;EUR 60,73;0.46000
14;SO63435   ;10;EUR 679,99;EUR 93,58;0.23000
8;SO63473   ;9;EUR 1954,74;EUR 39,23;0.46000
22;SO63616   ;13;EUR 1306;EUR 60,8;0.46000
26;SO63771   ;7;EUR 184,9;EUR 73,17;0.23000
11;SO64099   ;1;EUR 433,33;EUR 57,75;0.23000
22;SO64191   ;4;EUR 1306;EUR 44,41;0.23000
24;SO64362   ;8;EUR 1495,53;EUR 42,94;0.23000
9;SO64731   ;2;EUR 503,96;EUR 88,71;0.23000
19;SO64789   ;7;EUR 103,54;EUR 31,52;0.23000
9;SO64850   ;8;EUR 503,96;EUR 96,68;0.23000
26;SO64890   ;4;EUR 184,9;EUR 64,17;0.46000
14;SO65000   ;10;EUR 679,99;EUR 47,61;0.23000
20;SO65074   ;9;EUR 819;EUR 95,63;0.23000
24;SO65327   ;8;EUR 1495,53;EUR 58,42;0.23000
14;SO65563   ;15;EUR 679,99;EUR 40,71;0.46000
25;SO65637   ;5;EUR 159,99;EUR 48,52;0.23000
25;SO65852   ;5;EUR 159,99;EUR 87,17;0.23000
28;SO65941   ;16;EUR 970;EUR 38,68;0.46000
17;SO65949   ;4;EUR 469;EUR 47,38;0.23000
29;SO65976   ;1;EUR 41,26;EUR 45,79;0.23000
18;SO66003   ;9;EUR 1299,99;EUR 81,99;0.23000
25;SO66009   ;3;EUR 159,99;EUR 88,09;0.23000
8;SO66064   ;1;EUR 1954,74;EUR 45,4;0.23000
24;SO66249   ;1;EUR 1495,53;EUR 86,37;0.23000
19;SO66554   ;2;EUR 103,54;EUR 74,52;0.23000
20;SO66627   ;9;EUR 819;EUR 86,3;0.23000
17;SO66641   ;7;EUR 469;EUR 85,79;0.23000
28;SO66709   ;1;EUR 970;EUR 46,39;0.23000
18;SO66751   ;7;EUR 1299,99;EUR 94,91;0.23000
29;SO66841   ;3;EUR 41,26;EUR 66,99;0.23000
12;SO67243   ;10;EUR 299,99;EUR 39,42;0.23000
25;SO67259   ;2;EUR 159,99;EUR 62,82;0.23000
9;SO67354   ;15;EUR 503,96;EUR 49,06;0.46000
26;SO59256   ;19;EUR 184,9;EUR 82,31;0.69000
28;SO59600   ;6;EUR 970;EUR 36,08;0.23000
16;SO59677   ;8;EUR 780;EUR 45,3;0.23000
10;SO59845   ;4;EUR 1490;EUR 54;0.23000
18;SO60331   ;14;EUR 1299,99;EUR 96,69;0.46000
26;SO60357   ;8;EUR 184,9;EUR 80,73;0.23000
21;SO60581   ;9;EUR 1159;EUR 99,23;0.23000
11;SO60669   ;9;EUR 433,33;EUR 90,16;0.23000
28;SO60870   ;4;EUR 970;EUR 47,71;0.23000
19;SO60947   ;5;EUR 103,54;EUR 78,8;0.23000
19;SO60984   ;3;EUR 103,54;EUR 98,5;0.23000
18;SO61472   ;4;EUR 1299,99;EUR 76,39;0.23000
21;SO61508   ;6;EUR 1159;EUR 32,36;0.23000
16;SO61548   ;3;EUR 780;EUR 32,9;0.23000
13;SO61777   ;5;EUR 399;EUR 84,97;0.23000
22;SO61843   ;4;EUR 1306;EUR 92,18;0.23000
25;SO61852   ;6;EUR 159,99;EUR 35,12;0.23000
14;SO62099   ;9;EUR 679,99;EUR 61,64;0.46000
15;SO62332   ;7;EUR 588;EUR 95,91;0.23000
13;SO62309   ;1;EUR 399;EUR 64,1;0.23000
16;SO62373   ;8;EUR 780;EUR 45,96;0.23000
19;SO62537   ;7;EUR 103,54;EUR 90,39;0.23000
15;SO62605   ;3;EUR 588;EUR 40,11;0.23000
15;SO62631   ;9;EUR 588;EUR 78,78;0.23000
24;SO62712   ;7;EUR 1495,53;EUR 80,61;0.23000
17;SO62768   ;9;EUR 469;EUR 90,75;0.23000
17;SO63525   ;4;EUR 469;EUR 88,82;0.23000
19;SO63551   ;5;EUR 103,54;EUR 73,04;0.23000
16;SO63574   ;5;EUR 780;EUR 45,1;0.23000
17;SO63897   ;8;EUR 469;EUR 84,75;0.23000
29;SO64036   ;2;EUR 41,26;EUR 66,87;0.23000
20;SO64085   ;3;EUR 819;EUR 95,05;0.23000
12;SO64103   ;4;EUR 299,99;EUR 43,48;0.23000
29;SO64057   ;1;EUR 41,26;EUR 75,24;0.23000
26;SO64243   ;6;EUR 184,9;EUR 45,7;0.23000
20;SO64364   ;8;EUR 819;EUR 87,58;0.23000
15;SO64367   ;10;EUR 588;EUR 31,17;0.23000
27;SO64407   ;2;EUR 845,37;EUR 95,43;0.23000
20;SO64538   ;6;EUR 819;EUR 69,79;0.23000
20;SO64632   ;5;EUR 819;EUR 100,36;0.23000
16;SO64687   ;8;EUR 780;EUR 79,88;0.23000
18;SO64708   ;9;EUR 1299,99;EUR 65,23;0.23000
27;SO64738   ;10;EUR 845,37;EUR 57,9;0.23000
15;SO64830   ;1;EUR 588;EUR 69,39;0.23000
11;SO65415   ;8;EUR 433,33;EUR 43,46;0.23000
18;SO65423   ;10;EUR 1299,99;EUR 63,06;0.23000
8;SO65433   ;12;EUR 1954,74;EUR 83,04;0.46000
11;SO65645   ;1;EUR 433,33;EUR 64,89;0.23000
28;SO65758   ;3;EUR 970;EUR 38,68;0.23000
16;SO66029   ;2;EUR 780;EUR 69,98;0.23000
15;SO66031   ;2;EUR 588;EUR 53,88;0.23000
24;SO66264   ;8;EUR 1495,53;EUR 76,78;0.23000
26;SO66341   ;8;EUR 184,9;EUR 54,88;0.23000
19;SO66617   ;7;EUR 103,54;EUR 64,52;0.23000
26;SO66828   ;4;EUR 184,9;EUR 73,08;0.23000
25;SO66775   ;4;EUR 159,99;EUR 36,69;0.23000
9;SO66832   ;10;EUR 503,96;EUR 91,31;0.23000
24;SO67006   ;16;EUR 1495,53;EUR 48,26;0.46000
18;SO67012   ;8;EUR 1299,99;EUR 56,71;0.23000
20;SO66994   ;10;EUR 819;EUR 70,44;0.23000
24;SO67028   ;5;EUR 1495,53;EUR 42,19;0.23000
22;SO67144   ;5;EUR 1306;EUR 91,68;0.23000
24;SO67225   ;3;EUR 1495,53;EUR 64,76;0.23000
9;SO59410   ;9;EUR 503,96;EUR 91,43;0.23000
17;SO59486   ;16;EUR 469;EUR 76,68;0.46000
11;SO59501   ;6;EUR 433,33;EUR 76,17;0.23000
27;SO59986   ;13;EUR 845,37;EUR 48,17;0.46000
25;SO59992   ;9;EUR 159,99;EUR 95,46;0.23000
21;SO60115   ;5;EUR 1159;EUR 38,27;0.23000
26;SO60334   ;2;EUR 184,9;EUR 38,48;0.23000
28;SO60371   ;8;EUR 970;EUR 59,48;0.23000
16;SO60435   ;1;EUR 780;EUR 57,39;0.23000
21;SO60419   ;3;EUR 1159;EUR 61,62;0.23000
20;SO60468   ;1;EUR 819;EUR 85,79;0.23000
19;SO60520   ;2;EUR 103,54;EUR 95,61;0.23000
27;SO60799   ;4;EUR 845,37;EUR 56,28;0.23000
23;SO60948   ;8;EUR 179;EUR 95,72;0.23000
28;SO61017   ;7;EUR 970;EUR 38,26;0.23000
19;SO61411   ;17;EUR 103,54;EUR 84,06;0.46000
9;SO61557   ;6;EUR 503,96;EUR 67,84;0.23000
11;SO61562   ;8;EUR 433,33;EUR 55,75;0.23000
29;SO61609   ;4;EUR 41,26;EUR 43,25;0.23000
8;SO61920   ;14;EUR 1954,74;EUR 94,51;0.46000
13;SO62140   ;4;EUR 399;EUR 75,47;0.23000
25;SO62203   ;8;EUR 159,99;EUR 61,53;0.23000
17;SO62619   ;5;EUR 469;EUR 53,61;0.23000
18;SO62752   ;6;EUR 1299,99;EUR 53,21;0.23000
25;SO62846   ;11;EUR 159,99;EUR 82,76;0.46000
29;SO63315   ;7;EUR 41,26;EUR 80,39;0.23000
11;SO63540   ;8;EUR 433,33;EUR 49,31;0.23000
11;SO63594   ;11;EUR 433,33;EUR 75,18;0.46000
28;SO63689   ;6;EUR 970;EUR 64,87;0.23000
19;SO63736   ;2;EUR 103,54;EUR 48,9;0.23000
9;SO63706   ;3;EUR 503,96;EUR 63,15;0.23000
25;SO63776   ;2;EUR 159,99;EUR 68,12;0.23000
22;SO63975   ;10;EUR 1306;EUR 42,6;0.23000
24;SO64021   ;6;EUR 1495,53;EUR 86,12;0.23000
23;SO64030   ;3;EUR 179;EUR 54,12;0.23000
26;SO64207   ;1;EUR 184,9;EUR 65,97;0.23000
28;SO64294   ;5;EUR 970;EUR 30,62;0.23000
28;SO64394   ;3;EUR 970;EUR 95,89;0.23000
26;SO64796   ;14;EUR 184,9;EUR 52,93;0.46000
26;SO64814   ;2;EUR 184,9;EUR 51,04;0.23000
18;SO64847   ;1;EUR 1299,99;EUR 52,65;0.23000
12;SO64822   ;2;EUR 299,99;EUR 100,6;0.23000
24;SO64840   ;4;EUR 1495,53;EUR 94,42;0.23000
13;SO65395   ;1;EUR 399;EUR 90,44;0.23000
13;SO65380   ;3;EUR 399;EUR 91,23;0.23000
23;SO65407   ;9;EUR 179;EUR 96,37;0.23000
24;SO65518   ;8;EUR 1495,53;EUR 79,65;0.23000
16;SO65622   ;4;EUR 780;EUR 32,43;0.23000
8;SO65660   ;2;EUR 1954,74;EUR 92,11;0.23000
15;SO65724   ;6;EUR 588;EUR 73,91;0.23000
8;SO65712   ;6;EUR 1954,74;EUR 55,97;0.23000
21;SO65759   ;10;EUR 1159;EUR 77,9;0.23000
24;SO65924   ;6;EUR 1495,53;EUR 87,81;0.23000
25;SO66041   ;10;EUR 159,99;EUR 94,01;0.23000
26;SO66052   ;5;EUR 184,9;EUR 59,01;0.23000
10;SO66028   ;10;EUR 1490;EUR 74,68;0.23000
28;SO66353   ;1;EUR 970;EUR 82,06;0.23000
16;SO66446   ;6;EUR 780;EUR 46,47;0.23000
19;SO66548   ;10;EUR 103,54;EUR 49,91;0.23000
17;SO66773   ;5;EUR 469;EUR 40,95;0.23000
17;SO66830   ;1;EUR 469;EUR 63,79;0.23000
15;SO67053   ;12;EUR 588;EUR 42,68;0.46000
12;SO67138   ;10;EUR 299,99;EUR 57,45;0.23000
8;SO67365   ;5;EUR 1954,74;EUR 60,17;0.23000
15;SO67374   ;5;EUR 588;EUR 96,72;0.23000
14;SO59508   ;6;EUR 679,99;EUR 93,59;0.23000
23;SO59627   ;19;EUR 179;EUR 96,95;0.46000
11;SO59850   ;6;EUR 433,33;EUR 71,1;0.23000
18;SO59884   ;4;EUR 1299,99;EUR 72,76;0.23000
10;SO60155   ;10;EUR 1490;EUR 57,12;0.23000
15;SO60306   ;9;EUR 588;EUR 66,3;0.23000
22;SO60326   ;4;EUR 1306;EUR 34,08;0.23000
21;SO60346   ;8;EUR 1159;EUR 83,31;0.23000
15;SO60396   ;3;EUR 588;EUR 88,02;0.23000
20;SO60536   ;1;EUR 819;EUR 94,2;0.23000
23;SO61047   ;16;EUR 179;EUR 66,67;0.46000
29;SO61101   ;10;EUR 41,26;EUR 42,06;0.23000
10;SO61160   ;9;EUR 1490;EUR 60,42;0.23000
28;SO61168   ;6;EUR 970;EUR 98,04;0.23000
23;SO61526   ;1;EUR 179;EUR 54,74;0.23000
20;SO61770   ;10;EUR 819;EUR 47,87;0.23000
23;SO61851   ;6;EUR 179;EUR 86,22;0.23000
17;SO62460   ;8;EUR 469;EUR 62,93;0.23000
10;SO62766   ;7;EUR 1490;EUR 72,88;0.23000
16;SO62822   ;5;EUR 780;EUR 45,54;0.23000
18;SO63021   ;3;EUR 1299,99;EUR 38,16;0.23000
17;SO63344   ;3;EUR 469;EUR 100,7;0.23000
22;SO63319   ;9;EUR 1306;EUR 63,16;0.23000
12;SO63428   ;4;EUR 299,99;EUR 92,76;0.23000
16;SO63479   ;4;EUR 780;EUR 46,53;0.23000
14;SO63495   ;2;EUR 679,99;EUR 31,81;0.23000
10;SO63565   ;1;EUR 1490;EUR 57,49;0.23000
28;SO63646   ;8;EUR 970;EUR 37,46;0.46000
20;SO63710   ;6;EUR 819;EUR 88,31;0.23000
24;SO63989   ;9;EUR 1495,53;EUR 61,18;0.23000
26;SO64076   ;3;EUR 184,9;EUR 97,19;0.23000
22;SO64282   ;6;EUR 1306;EUR 58,42;0.23000
25;SO64439   ;5;EUR 159,99;EUR 58,84;0.23000
16;SO64471   ;1;EUR 780;EUR 92,73;0.23000
18;SO64737   ;1;EUR 1299,99;EUR 44,17;0.23000
21;SO64781   ;10;EUR 1159;EUR 66,39;0.23000
12;SO65006   ;4;EUR 299,99;EUR 99,27;0.23000
26;SO65142   ;2;EUR 184,9;EUR 60,68;0.23000
22;SO65371   ;4;EUR 1306;EUR 98,05;0.23000
11;SO65497   ;1;EUR 433,33;EUR 89,08;0.23000
13;SO65495   ;13;EUR 399;EUR 51,5;0.46000
15;SO65504   ;5;EUR 588;EUR 45,11;0.23000
19;SO65703   ;5;EUR 103,54;EUR 45,94;0.23000
23;SO65837   ;9;EUR 179;EUR 85,36;0.23000
29;SO65944   ;2;EUR 41,26;EUR 68,78;0.23000
20;SO65958   ;1;EUR 819;EUR 58,24;0.23000
11;SO66033   ;7;EUR 433,33;EUR 33,38;0.23000
12;SO66046   ;2;EUR 299,99;EUR 60,63;0.23000
28;SO66081   ;3;EUR 970;EUR 93,57;0.23000
15;SO66095   ;1;EUR 588;EUR 45,17;0.23000
19;SO66411   ;6;EUR 103,54;EUR 44,04;0.23000
19;SO66388   ;7;EUR 103,54;EUR 76,15;0.23000
23;SO66809   ;5;EUR 179;EUR 53,12;0.23000
29;SO66952   ;15;EUR 41,26;EUR 60,94;0.46000
8;SO67087   ;8;EUR 1954,74;EUR 99,74;0.23000
8;SO67170   ;3;EUR 1954,74;EUR 63,06;0.23000
21;SO67388   ;6;EUR 1159;EUR 36,76;0.23000
10;SO59294   ;3;EUR 1490;EUR 73,16;0.23000
14;SO59310   ;7;EUR 679,99;EUR 30,69;0.23000
25;SO59351   ;4;EUR 159,99;EUR 40,99;0.23000
13;SO59347   ;1;EUR 399;EUR 85,15;0.23000
28;SO59549   ;11;EUR 970;EUR 94,51;0.46000
10;SO59628   ;3;EUR 1490;EUR 59,11;0.23000
26;SO59680   ;8;EUR 184,9;EUR 42,53;0.23000
22;SO59911   ;12;EUR 1306;EUR 80,85;0.46000
19;SO59938   ;6;EUR 103,54;EUR 47,06;0.23000
18;SO60034   ;10;EUR 1299,99;EUR 48,27;0.23000
10;SO60109   ;8;EUR 1490;EUR 48,51;0.23000
29;SO60209   ;2;EUR 41,26;EUR 39,05;0.23000
22;SO60193   ;7;EUR 1306;EUR 82,05;0.23000
18;SO60292   ;5;EUR 1299,99;EUR 56,63;0.23000
16;SO60477   ;7;EUR 780;EUR 47,29;0.23000
15;SO61105   ;5;EUR 588;EUR 92,44;0.23000
21;SO61283   ;4;EUR 1159;EUR 77,12;0.23000
8;SO61357   ;8;EUR 1954,74;EUR 89,82;0.23000
25;SO61408   ;2;EUR 159,99;EUR 95,9;0.23000
20;SO61614   ;9;EUR 819;EUR 82,1;0.23000
22;SO61822   ;3;EUR 1306;EUR 54,86;0.23000
12;SO62075   ;2;EUR 299,99;EUR 95,02;0.23000
14;SO62446   ;7;EUR 679,99;EUR 65,6;0.23000
28;SO62499   ;4;EUR 970;EUR 77,86;0.23000
22;SO62623   ;8;EUR 1306;EUR 48,48;0.23000
26;SO62666   ;2;EUR 184,9;EUR 98,08;0.23000
22;SO62842   ;17;EUR 1306;EUR 90,52;0.46000
22;SO62876   ;4;EUR 1306;EUR 33,6;0.23000
25;SO63049   ;8;EUR 159,99;EUR 62,2;0.23000
21;SO63018   ;8;EUR 1159;EUR 84,52;0.23000
28;SO63625   ;6;EUR 970;EUR 38,01;0.23000
21;SO63638   ;7;EUR 1159;EUR 89,31;0.23000
20;SO63704   ;8;EUR 819;EUR 91,09;0.23000
27;SO63717   ;4;EUR 845,37;EUR 51,38;0.23000
17;SO63980   ;5;EUR 469;EUR 65,98;0.23000
9;SO63962   ;3;EUR 503,96;EUR 65,86;0.23000
26;SO64124   ;10;EUR 184,9;EUR 77,33;0.23000
13;SO64203   ;6;EUR 399;EUR 40,96;0.23000
25;SO64292   ;4;EUR 159,99;EUR 95,27;0.23000
22;SO64281   ;10;EUR 1306;EUR 38,53;0.23000
23;SO64427   ;6;EUR 179;EUR 95,89;0.23000
13;SO64667   ;9;EUR 399;EUR 67,96;0.23000
22;SO64806   ;9;EUR 1306;EUR 58,45;0.23000
14;SO65136   ;5;EUR 679,99;EUR 46,15;0.23000
18;SO65391   ;12;EUR 1299,99;EUR 37,18;0.46000
25;SO65418   ;5;EUR 159,99;EUR 89,72;0.23000
18;SO65455   ;3;EUR 1299,99;EUR 60,87;0.23000
14;SO66002   ;9;EUR 679,99;EUR 90,59;0.23000
19;SO66118   ;6;EUR 103,54;EUR 57,47;0.23000
22;SO66413   ;11;EUR 1306;EUR 75,49;0.46000
15;SO66391   ;1;EUR 588;EUR 35,6;0.23000
25;SO66582   ;4;EUR 159,99;EUR 66,96;0.23000
24;SO66695   ;3;EUR 1495,53;EUR 60,67;0.23000
21;SO66763   ;2;EUR 1159;EUR 86,34;0.23000
27;SO66782   ;5;EUR 845,37;EUR 44,63;0.23000
17;SO66900   ;5;EUR 469;EUR 45,32;0.23000
10;SO66954   ;6;EUR 1490;EUR 31,81;0.23000
27;SO67112   ;5;EUR 845,37;EUR 33,06;0.23000
13;SO59326   ;4;EUR 399;EUR 91,35;0.23000
16;SO59388   ;2;EUR 780;EUR 44,9;0.23000
10;SO59459   ;4;EUR 1490;EUR 59,41;0.23000
28;SO59625   ;3;EUR 970;EUR 99,71;0.23000
17;SO59781   ;10;EUR 469;EUR 52,16;0.23000
24;SO59787   ;4;EUR 1495,53;EUR 100,66;0.23000
8;SO59817   ;9;EUR 1954,74;EUR 33,31;0.23000
15;SO60307   ;8;EUR 588;EUR 59,85;0.23000
9;SO60346   ;9;EUR 503,96;EUR 60,44;0.23000
20;SO60349   ;6;EUR 819;EUR 40,03;0.23000
27;SO60713   ;6;EUR 845,37;EUR 84,5;0.23000
14;SO60831   ;5;EUR 679,99;EUR 60,81;0.23000
21;SO61096   ;8;EUR 1159;EUR 84,81;0.23000
20;SO61124   ;1;EUR 819;EUR 47,45;0.23000
26;SO61155   ;7;EUR 184,9;EUR 55,28;0.23000
14;SO61289   ;6;EUR 679,99;EUR 66,63;0.23000
22;SO61288   ;16;EUR 1306;EUR 63,77;0.46000
23;SO61411   ;4;EUR 179;EUR 43,66;0.23000
27;SO61645   ;8;EUR 845,37;EUR 37,15;0.23000
22;SO61760   ;7;EUR 1306;EUR 37,6;0.23000
22;SO62376   ;5;EUR 1306;EUR 70,63;0.23000
21;SO62406   ;5;EUR 1159;EUR 97,01;0.23000
21;SO62420   ;7;EUR 1159;EUR 85,45;0.23000
28;SO62434   ;4;EUR 970;EUR 80,35;0.23000
21;SO62790   ;1;EUR 1159;EUR 75,6;0.23000
15;SO62761   ;4;EUR 588;EUR 39,4;0.23000
24;SO62847   ;3;EUR 1495,53;EUR 50,9;0.23000
16;SO62969   ;8;EUR 780;EUR 34,45;0.23000
27;SO63302   ;4;EUR 845,37;EUR 90,63;0.23000
24;SO63351   ;10;EUR 1495,53;EUR 97,21;0.23000
21;SO63450   ;3;EUR 1159;EUR 88,2;0.23000
18;SO63560   ;3;EUR 1299,99;EUR 70,54;0.23000
18;SO63637   ;10;EUR 1299,99;EUR 62,74;0.23000
8;SO63768   ;3;EUR 1954,74;EUR 71,49;0.23000
9;SO64065   ;10;EUR 503,96;EUR 92,04;0.23000
26;SO64069   ;8;EUR 184,9;EUR 31,05;0.23000
16;SO64238   ;2;EUR 780;EUR 47,47;0.23000
14;SO64357   ;5;EUR 679,99;EUR 99,85;0.23000
28;SO64488   ;6;EUR 970;EUR 60,73;0.23000
8;SO64491   ;6;EUR 1954,74;EUR 66,99;0.23000
8;SO64596   ;2;EUR 1954,74;EUR 84,3;0.23000
27;SO64591   ;4;EUR 845,37;EUR 62,26;0.23000
9;SO64605   ;1;EUR 503,96;EUR 35,47;0.23000
12;SO64524   ;10;EUR 299,99;EUR 52,84;0.23000
18;SO64601   ;9;EUR 1299,99;EUR 100,68;0.23000
12;SO64769   ;3;EUR 299,99;EUR 44,41;0.23000
26;SO64826   ;2;EUR 184,9;EUR 60,36;0.23000
29;SO64835   ;4;EUR 41,26;EUR 75,64;0.23000
11;SO64868   ;6;EUR 433,33;EUR 30,15;0.23000
9;SO64940   ;14;EUR 503,96;EUR 62,73;0.46000
28;SO64996   ;2;EUR 970;EUR 79,1;0.23000
11;SO65070   ;12;EUR 433,33;EUR 72,28;0.69000
13;SO65380   ;1;EUR 399;EUR 32,65;0.23000
15;SO65349   ;9;EUR 588;EUR 72,49;0.23000
11;SO65426   ;2;EUR 433,33;EUR 63,07;0.23000
8;SO65539   ;2;EUR 1954,74;EUR 94,45;0.23000
25;SO65736   ;5;EUR 159,99;EUR 40,48;0.23000
23;SO65819   ;4;EUR 179;EUR 83,11;0.23000
18;SO65838   ;4;EUR 1299,99;EUR 64,54;0.23000
8;SO65951   ;4;EUR 1954,74;EUR 40,71;0.23000
13;SO66220   ;9;EUR 399;EUR 72,76;0.23000
21;SO66374   ;2;EUR 1159;EUR 53,13;0.23000
23;SO66561   ;10;EUR 179;EUR 31,35;0.23000
13;SO66771   ;4;EUR 399;EUR 42,77;0.23000
27;SO66909   ;5;EUR 845,37;EUR 78,64;0.23000
16;SO67069   ;3;EUR 780;EUR 58;0.23000
10;SO67365   ;2;EUR 1490;EUR 86,63;0.23000
13;SO59220   ;6;EUR 399;EUR 91,2;0.23000
20;SO59273   ;1;EUR 819;EUR 69,74;0.23000
10;SO59357   ;7;EUR 1490;EUR 53,88;0.23000
29;SO59638   ;1;EUR 41,26;EUR 46,82;0.23000
14;SO59704   ;10;EUR 679,99;EUR 61,12;0.23000
8;SO59850   ;8;EUR 1954,74;EUR 79,07;0.23000
24;SO59854   ;7;EUR 1495,53;EUR 69,85;0.23000
10;SO60456   ;2;EUR 1490;EUR 98,48;0.23000
22;SO60470   ;2;EUR 1306;EUR 66,75;0.23000
15;SO60580   ;9;EUR 588;EUR 73,47;0.23000
28;SO60751   ;3;EUR 970;EUR 84,34;0.23000
12;SO60762   ;10;EUR 299,99;EUR 71,56;0.23000
25;SO60801   ;3;EUR 159,99;EUR 91,37;0.23000
14;SO60883   ;6;EUR 679,99;EUR 80,51;0.23000
18;SO61030   ;3;EUR 1299,99;EUR 60,59;0.23000
11;SO61036   ;2;EUR 433,33;EUR 65,97;0.23000
17;SO61366   ;4;EUR 469;EUR 90,31;0.23000
19;SO61517   ;3;EUR 103,54;EUR 74,47;0.23000
15;SO61579   ;9;EUR 588;EUR 83,01;0.23000
15;SO61694   ;3;EUR 588;EUR 78,2;0.46000
25;SO61777   ;4;EUR 159,99;EUR 38,66;0.23000
22;SO61949   ;3;EUR 1306;EUR 32,11;0.23000
12;SO61999   ;9;EUR 299,99;EUR 63,53;0.23000
24;SO62099   ;4;EUR 1495,53;EUR 96,51;0.23000
9;SO62255   ;7;EUR 503,96;EUR 84,3;0.23000
11;SO62540   ;5;EUR 433,33;EUR 95,5;0.23000
24;SO62746   ;9;EUR 1495,53;EUR 53,83;0.23000
28;SO62905   ;3;EUR 970;EUR 87,07;0.23000
18;SO62953   ;2;EUR 1299,99;EUR 47,96;0.23000
15;SO62996   ;9;EUR 588;EUR 74,37;0.23000
16;SO63319   ;9;EUR 780;EUR 49,35;0.23000
23;SO63332   ;2;EUR 179;EUR 65,93;0.23000
8;SO63462   ;8;EUR 1954,74;EUR 61,35;0.23000
26;SO63559   ;11;EUR 184,9;EUR 83,43;0.46000
27;SO63794   ;6;EUR 845,37;EUR 64,13;0.23000
11;SO63814   ;3;EUR 433,33;EUR 37,34;0.23000
23;SO63999   ;7;EUR 179;EUR 37,51;0.23000
10;SO64103   ;1;EUR 1490;EUR 88,91;0.23000
20;SO64134   ;2;EUR 819;EUR 48,29;0.23000
12;SO64295   ;9;EUR 299,99;EUR 81,9;0.23000
12;SO64368   ;9;EUR 299,99;EUR 99;0.23000
11;SO64437   ;5;EUR 433,33;EUR 60,8;0.23000
24;SO64407   ;3;EUR 1495,53;EUR 70,45;0.23000
26;SO64580   ;5;EUR 184,9;EUR 71,05;0.23000
8;SO64538   ;5;EUR 1954,74;EUR 38,18;0.23000
15;SO64879   ;1;EUR 588;EUR 84,61;0.23000
23;SO64899   ;8;EUR 179;EUR 88,67;0.23000
28;SO64923   ;8;EUR 970;EUR 76,29;0.23000
25;SO65120   ;6;EUR 159,99;EUR 84,62;0.23000
12;SO65514   ;5;EUR 299,99;EUR 92,94;0.23000
20;SO65562   ;6;EUR 819;EUR 46,85;0.23000
13;SO65645   ;5;EUR 399;EUR 93,64;0.23000
25;SO65682   ;3;EUR 159,99;EUR 49,22;0.23000
26;SO65944   ;6;EUR 184,9;EUR 98,12;0.23000
20;SO65919   ;1;EUR 819;EUR 64,33;0.23000
15;SO66029   ;1;EUR 588;EUR 95,46;0.23000
9;SO66061   ;3;EUR 503,96;EUR 51,62;0.23000
18;SO66278   ;10;EUR 1299,99;EUR 71,85;0.23000
23;SO66377   ;3;EUR 179;EUR 39,73;0.23000
15;SO66585   ;2;EUR 588;EUR 68,57;0.23000
18;SO66686   ;1;EUR 1299,99;EUR 55,34;0.23000
22;SO66809   ;9;EUR 1306;EUR 47,52;0.23000
11;SO66858   ;13;EUR 433,33;EUR 59,76;0.46000
22;SO66856   ;1;EUR 1306;EUR 38,36;0.23000
12;SO67144   ;6;EUR 299,99;EUR 49,61;0.23000
14;SO59253   ;4;EUR 679,99;EUR 56,15;0.23000
13;SO59264   ;1;EUR 399;EUR 32,8;0.23000
14;SO59347   ;8;EUR 679,99;EUR 89,81;0.23000
26;SO59353   ;8;EUR 184,9;EUR 40,28;0.23000
14;SO59452   ;8;EUR 679,99;EUR 84,83;0.23000
20;SO59613   ;14;EUR 819;EUR 48,69;0.46000
